identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
713,T2C1HUdragon,T3C2HUdragon,deck0713:1,deck0713:1,1,
714,T2C1HUdragon,T3C2WFdragon,deck0714:1,deck0714:1,1,
715,T2C1HUdragon,T3C3SUdragon,deck0715:1,deck0715:1,1,
716,T2C1HUdragon,T3C3HFdragon,deck0716:1,deck0716:1,1,
717,T2C1HUdragon,T3C3WIdragon,deck0717:1,deck0717:1,1,
718,T2C1HUdragon,T3C3HIdragon,deck0718:1,deck0718:1,1,
719,T2C1HUdragon,T4C1SFdragon,deck0719:1,deck0719:1,1,
720,T2C1HUdragon,T4C1HIdragon,deck0720:1,deck0720:1,1,
721,T2C1HUdragon,T4C1WUdragon,deck0721:1,deck0721:1,1,
722,T2C1HUdragon,T4C1SDdragon,deck0722:1,deck0722:1,1,
723,T2C1HUdragon,T4C1HEdragon,deck0723:1,deck0723:1,1,
724,T2C1HUdragon,T4C1HFdragon,deck0724:1,deck0724:1,1,
725,T2C1HUdragon,T4C2WIdragon,deck0725:1,deck0725:1,1,
726,T2C1HUdragon,T4C2SEdragon,deck0726:1,deck0726:1,1,
727,T2C1HUdragon,T4C2HUdragon,deck0727:1,deck0727:1,1,
728,T2C1HUdragon,T4C2WDdragon,deck0728:1,deck0728:1,1,
729,T2C1HUdragon,T4C3SIdragon,deck0729:1,deck0729:1,1,
730,T2C1HUdragon,T4C3WFdragon,deck0730:1,deck0730:1,1,
731,T2C1HUdragon,T4C3HDdragon,deck0731:1,deck0731:1,1,
732,T2C1HUdragon,T4C3SUdragon,deck0732:1,deck0732:1,1,
733,T2C1HUdragon,T4C3WEdragon,deck0733:1,deck0733:1,1,
734,T2C1HUdragon,T5C1WUdragon,deck0734:1,deck0734:1,1,
735,T2C1HUdragon,T5C1HEdragon,deck0735:1,deck0735:1,1,
736,T2C1HUdragon,T5C1WDdragon,deck0736:1,deck0736:1,1,
737,T2C1HUdragon,T5C1SFdragon,deck0737:1,deck0737:1,1,
738,T2C1HUdragon,T5C1HIdragon,deck0738:1,deck0738:1,1,
739,T2C1HUdragon,T5C2SEdragon,deck0739:1,deck0739:1,1,
740,T2C1HUdragon,T5C2HDdragon,deck0740:1,deck0740:1,1,
741,T2C1HUdragon,T5C2WIdragon,deck0741:1,deck0741:1,1,
742,T2C1HUdragon,T5C2SUdragon,deck0742:1,deck0742:1,1,
743,T2C1HUdragon,T5C3HFdragon,deck0743:1,deck0743:1,1,
744,T2C1HUdragon,T5C3WFdragon,deck0744:1,deck0744:1,1,
745,T2C1HUdragon,T5C3SDdragon,deck0745:1,deck0745:1,1,
746,T2C1HUdragon,T5C3HUdragon,deck0746:1,deck0746:1,1,
747,T2C1HUdragon,T5C3WEdragon,deck0747:1,deck0747:1,1,
748,T2C1HUdragon,T5C3SIdragon,deck0748:1,deck0748:1,1,
749,T2C2WIdragon,T2C2SUdragon,deck0749:1,deck0749:1,1,
750,T2C2WIdragon,T2C2HEdragon,deck0750:1,deck0750:1,1,
751,T2C2WIdragon,T2C3WUdragon,deck0751:1,deck0751:1,1,
752,T2C2WIdragon,T2C3SEdragon,deck0752:1,deck0752:1,1,
753,T2C2WIdragon,T2C3HFdragon,deck0753:1,deck0753:1,1,
754,T2C2WIdragon,T2C3SFdragon,deck0754:1,deck0754:1,1,
755,T2C2WIdragon,T2C3HIdragon,deck0755:1,deck0755:1,1,
756,T2C2WIdragon,T2C3WEdragon,deck0756:1,deck0756:1,1,
757,T2C2WIdragon,T3C1WEdragon,deck0757:1,deck0757:1,1,
758,T2C2WIdragon,T3C1SFdragon,deck0758:1,deck0758:1,1,
759,T2C2WIdragon,T3C1HIdragon,deck0759:1,deck0759:1,1,
760,T2C2WIdragon,T3C1WUdragon,deck0760:1,deck0760:1,1,
761,T2C2WIdragon,T3C1SIdragon,deck0761:1,deck0761:1,1,
762,T2C2WIdragon,T3C1HEdragon,deck0762:1,deck0762:1,1,
763,T2C2WIdragon,T3C2SEdragon,deck0763:1,deck0763:1,1,
764,T2C2WIdragon,T3C2HUdragon,deck0764:1,deck0764:1,1,
765,T2C2WIdragon,T3C2WFdragon,deck0765:1,deck0765:1,1,
766,T2C2WIdragon,T3C3SUdragon,deck0766:1,deck0766:1,1,
767,T2C2WIdragon,T3C3HFdragon,deck0767:1,deck0767:1,1,
768,T2C2WIdragon,T3C3WIdragon,deck0768:1,deck0768:1,1,
769,T2C2WIdragon,T3C3HIdragon,deck0769:1,deck0769:1,1,
770,T2C2WIdragon,T4C1SFdragon,deck0770:1,deck0770:1,1,
771,T2C2WIdragon,T4C1HIdragon,deck0771:1,deck0771:1,1,
772,T2C2WIdragon,T4C1WUdragon,deck0772:1,deck0772:1,1,
773,T2C2WIdragon,T4C1SDdragon,deck0773:1,deck0773:1,1,
774,T2C2WIdragon,T4C1HEdragon,deck0774:1,deck0774:1,1,
775,T2C2WIdragon,T4C1HFdragon,deck0775:1,deck0775:1,1,
776,T2C2WIdragon,T4C2WIdragon,deck0776:1,deck0776:1,1,
777,T2C2WIdragon,T4C2SEdragon,deck0777:1,deck0777:1,1,
778,T2C2WIdragon,T4C2HUdragon,deck0778:1,deck0778:1,1,
779,T2C2WIdragon,T4C2WDdragon,deck0779:1,deck0779:1,1,
780,T2C2WIdragon,T4C3SIdragon,deck0780:1,deck0780:1,1,
781,T2C2WIdragon,T4C3WFdragon,deck0781:1,deck0781:1,1,
782,T2C2WIdragon,T4C3HDdragon,deck0782:1,deck0782:1,1,
783,T2C2WIdragon,T4C3SUdragon,deck0783:1,deck0783:1,1,
784,T2C2WIdragon,T4C3WEdragon,deck0784:1,deck0784:1,1,
785,T2C2WIdragon,T5C1WUdragon,deck0785:1,deck0785:1,1,
786,T2C2WIdragon,T5C1HEdragon,deck0786:1,deck0786:1,1,
787,T2C2WIdragon,T5C1WDdragon,deck0787:1,deck0787:1,1,
788,T2C2WIdragon,T5C1SFdragon,deck0788:1,deck0788:1,1,
789,T2C2WIdragon,T5C1HIdragon,deck0789:1,deck0789:1,1,
790,T2C2WIdragon,T5C2SEdragon,deck0790:1,deck0790:1,1,
791,T2C2WIdragon,T5C2HDdragon,deck0791:1,deck0791:1,1,
792,T2C2WIdragon,T5C2WIdragon,deck0792:1,deck0792:1,1,
793,T2C2WIdragon,T5C2SUdragon,deck0793:1,deck0793:1,1,
794,T2C2WIdragon,T5C3HFdragon,deck0794:1,deck0794:1,1,
795,T2C2WIdragon,T5C3WFdragon,deck0795:1,deck0795:1,1,
796,T2C2WIdragon,T5C3SDdragon,deck0796:1,deck0796:1,1,
797,T2C2WIdragon,T5C3HUdragon,deck0797:1,deck0797:1,1,
798,T2C2WIdragon,T5C3WEdragon,deck0798:1,deck0798:1,1,
799,T2C2WIdragon,T5C3SIdragon,deck0799:1,deck0799:1,1,
800,T2C2SUdragon,T2C2HEdragon,deck0800:1,deck0800:1,1,
801,T2C2SUdragon,T2C3WUdragon,deck0801:1,deck0801:1,1,
802,T2C2SUdragon,T2C3SEdragon,deck0802:1,deck0802:1,1,
803,T2C2SUdragon,T2C3HFdragon,deck0803:1,deck0803:1,1,
804,T2C2SUdragon,T2C3SFdragon,deck0804:1,deck0804:1,1,
805,T2C2SUdragon,T2C3HIdragon,deck0805:1,deck0805:1,1,
806,T2C2SUdragon,T2C3WEdragon,deck0806:1,deck0806:1,1,
807,T2C2SUdragon,T3C1WEdragon,deck0807:1,deck0807:1,1,
808,T2C2SUdragon,T3C1SFdragon,deck0808:1,deck0808:1,1,
809,T2C2SUdragon,T3C1HIdragon,deck0809:1,deck0809:1,1,
810,T2C2SUdragon,T3C1WUdragon,deck0810:1,deck0810:1,1,
811,T2C2SUdragon,T3C1SIdragon,deck0811:1,deck0811:1,1,
812,T2C2SUdragon,T3C1HEdragon,deck0812:1,deck0812:1,1,
813,T2C2SUdragon,T3C2SEdragon,deck0813:1,deck0813:1,1,
814,T2C2SUdragon,T3C2HUdragon,deck0814:1,deck0814:1,1,
815,T2C2SUdragon,T3C2WFdragon,deck0815:1,deck0815:1,1,
816,T2C2SUdragon,T3C3SUdragon,deck0816:1,deck0816:1,1,
817,T2C2SUdragon,T3C3HFdragon,deck0817:1,deck0817:1,1,
818,T2C2SUdragon,T3C3WIdragon,deck0818:1,deck0818:1,1,
819,T2C2SUdragon,T3C3HIdragon,deck0819:1,deck0819:1,1,
820,T2C2SUdragon,T4C1SFdragon,deck0820:1,deck0820:1,1,
821,T2C2SUdragon,T4C1HIdragon,deck0821:1,deck0821:1,1,
822,T2C2SUdragon,T4C1WUdragon,deck0822:1,deck0822:1,1,
823,T2C2SUdragon,T4C1SDdragon,deck0823:1,deck0823:1,1,
824,T2C2SUdragon,T4C1HEdragon,deck0824:1,deck0824:1,1,
825,T2C2SUdragon,T4C1HFdragon,deck0825:1,deck0825:1,1,
826,T2C2SUdragon,T4C2WIdragon,deck0826:1,deck0826:1,1,
827,T2C2SUdragon,T4C2SEdragon,deck0827:1,deck0827:1,1,
828,T2C2SUdragon,T4C2HUdragon,deck0828:1,deck0828:1,1,
829,T2C2SUdragon,T4C2WDdragon,deck0829:1,deck0829:1,1,
830,T2C2SUdragon,T4C3SIdragon,deck0830:1,deck0830:1,1,
831,T2C2SUdragon,T4C3WFdragon,deck0831:1,deck0831:1,1,
832,T2C2SUdragon,T4C3HDdragon,deck0832:1,deck0832:1,1,
833,T2C2SUdragon,T4C3SUdragon,deck0833:1,deck0833:1,1,
834,T2C2SUdragon,T4C3WEdragon,deck0834:1,deck0834:1,1,
835,T2C2SUdragon,T5C1WUdragon,deck0835:1,deck0835:1,1,
836,T2C2SUdragon,T5C1HEdragon,deck0836:1,deck0836:1,1,
837,T2C2SUdragon,T5C1WDdragon,deck0837:1,deck0837:1,1,
838,T2C2SUdragon,T5C1SFdragon,deck0838:1,deck0838:1,1,
839,T2C2SUdragon,T5C1HIdragon,deck0839:1,deck0839:1,1,
840,T2C2SUdragon,T5C2SEdragon,deck0840:1,deck0840:1,1,
841,T2C2SUdragon,T5C2HDdragon,deck0841:1,deck0841:1,1,
842,T2C2SUdragon,T5C2WIdragon,deck0842:1,deck0842:1,1,
843,T2C2SUdragon,T5C2SUdragon,deck0843:1,deck0843:1,1,
844,T2C2SUdragon,T5C3HFdragon,deck0844:1,deck0844:1,1,
845,T2C2SUdragon,T5C3WFdragon,deck0845:1,deck0845:1,1,
846,T2C2SUdragon,T5C3SDdragon,deck0846:1,deck0846:1,1,
847,T2C2SUdragon,T5C3HUdragon,deck0847:1,deck0847:1,1,
848,T2C2SUdragon,T5C3WEdragon,deck0848:1,deck0848:1,1,
849,T2C2SUdragon,T5C3SIdragon,deck0849:1,deck0849:1,1,
850,T2C2HEdragon,T2C3WUdragon,deck0850:1,deck0850:1,1,
851,T2C2HEdragon,T2C3SEdragon,deck0851:1,deck0851:1,1,
852,T2C2HEdragon,T2C3HFdragon,deck0852:1,deck0852:1,1,
853,T2C2HEdragon,T2C3SFdragon,deck0853:1,deck0853:1,1,
854,T2C2HEdragon,T2C3HIdragon,deck0854:1,deck0854:1,1,
855,T2C2HEdragon,T2C3WEdragon,deck0855:1,deck0855:1,1,
856,T2C2HEdragon,T3C1WEdragon,deck0856:1,deck0856:1,1,
857,T2C2HEdragon,T3C1SFdragon,deck0857:1,deck0857:1,1,
858,T2C2HEdragon,T3C1HIdragon,deck0858:1,deck0858:1,1,
859,T2C2HEdragon,T3C1WUdragon,deck0859:1,deck0859:1,1,
860,T2C2HEdragon,T3C1SIdragon,deck0860:1,deck0860:1,1,
861,T2C2HEdragon,T3C1HEdragon,deck0861:1,deck0861:1,1,
862,T2C2HEdragon,T3C2SEdragon,deck0862:1,deck0862:1,1,
863,T2C2HEdragon,T3C2HUdragon,deck0863:1,deck0863:1,1,
864,T2C2HEdragon,T3C2WFdragon,deck0864:1,deck0864:1,1,
865,T2C2HEdragon,T3C3SUdragon,deck0865:1,deck0865:1,1,
866,T2C2HEdragon,T3C3HFdragon,deck0866:1,deck0866:1,1,
867,T2C2HEdragon,T3C3WIdragon,deck0867:1,deck0867:1,1,
868,T2C2HEdragon,T3C3HIdragon,deck0868:1,deck0868:1,1,
869,T2C2HEdragon,T4C1SFdragon,deck0869:1,deck0869:1,1,
870,T2C2HEdragon,T4C1HIdragon,deck0870:1,deck0870:1,1,
871,T2C2HEdragon,T4C1WUdragon,deck0871:1,deck0871:1,1,
872,T2C2HEdragon,T4C1SDdragon,deck0872:1,deck0872:1,1,
873,T2C2HEdragon,T4C1HEdragon,deck0873:1,deck0873:1,1,
874,T2C2HEdragon,T4C1HFdragon,deck0874:1,deck0874:1,1,
875,T2C2HEdragon,T4C2WIdragon,deck0875:1,deck0875:1,1,
876,T2C2HEdragon,T4C2SEdragon,deck0876:1,deck0876:1,1,
877,T2C2HEdragon,T4C2HUdragon,deck0877:1,deck0877:1,1,
878,T2C2HEdragon,T4C2WDdragon,deck0878:1,deck0878:1,1,
879,T2C2HEdragon,T4C3SIdragon,deck0879:1,deck0879:1,1,
880,T2C2HEdragon,T4C3WFdragon,deck0880:1,deck0880:1,1,
881,T2C2HEdragon,T4C3HDdragon,deck0881:1,deck0881:1,1,
882,T2C2HEdragon,T4C3SUdragon,deck0882:1,deck0882:1,1,
883,T2C2HEdragon,T4C3WEdragon,deck0883:1,deck0883:1,1,
884,T2C2HEdragon,T5C1WUdragon,deck0884:1,deck0884:1,1,
885,T2C2HEdragon,T5C1HEdragon,deck0885:1,deck0885:1,1,
886,T2C2HEdragon,T5C1WDdragon,deck0886:1,deck0886:1,1,
887,T2C2HEdragon,T5C1SFdragon,deck0887:1,deck0887:1,1,
888,T2C2HEdragon,T5C1HIdragon,deck0888:1,deck0888:1,1,
889,T2C2HEdragon,T5C2SEdragon,deck0889:1,deck0889:1,1,
890,T2C2HEdragon,T5C2HDdragon,deck0890:1,deck0890:1,1,
891,T2C2HEdragon,T5C2WIdragon,deck0891:1,deck0891:1,1,
892,T2C2HEdragon,T5C2SUdragon,deck0892:1,deck0892:1,1,
893,T2C2HEdragon,T5C3HFdragon,deck0893:1,deck0893:1,1,
894,T2C2HEdragon,T5C3WFdragon,deck0894:1,deck0894:1,1,
895,T2C2HEdragon,T5C3SDdragon,deck0895:1,deck0895:1,1,
896,T2C2HEdragon,T5C3HUdragon,deck0896:1,deck0896:1,1,
897,T2C2HEdragon,T5C3WEdragon,deck0897:1,deck0897:1,1,
898,T2C2HEdragon,T5C3SIdragon,deck0898:1,deck0898:1,1,
899,T2C3WUdragon,T2C3SEdragon,deck0899:1,deck0899:1,1,
900,T2C3WUdragon,T2C3HFdragon,deck0900:1,deck0900:1,1,
901,T2C3WUdragon,T2C3SFdragon,deck0901:1,deck0901:1,1,
902,T2C3WUdragon,T2C3HIdragon,deck0902:1,deck0902:1,1,
903,T2C3WUdragon,T2C3WEdragon,deck0903:1,deck0903:1,1,
904,T2C3WUdragon,T3C1WEdragon,deck0904:1,deck0904:1,1,
905,T2C3WUdragon,T3C1SFdragon,deck0905:1,deck0905:1,1,
906,T2C3WUdragon,T3C1HIdragon,deck0906:1,deck0906:1,1,
907,T2C3WUdragon,T3C1WUdragon,deck0907:1,deck0907:1,1,
908,T2C3WUdragon,T3C1SIdragon,deck0908:1,deck0908:1,1,
909,T2C3WUdragon,T3C1HEdragon,deck0909:1,deck0909:1,1,
910,T2C3WUdragon,T3C2SEdragon,deck0910:1,deck0910:1,1,
911,T2C3WUdragon,T3C2HUdragon,deck0911:1,deck0911:1,1,
912,T2C3WUdragon,T3C2WFdragon,deck0912:1,deck0912:1,1,
913,T2C3WUdragon,T3C3SUdragon,deck0913:1,deck0913:1,1,
914,T2C3WUdragon,T3C3HFdragon,deck0914:1,deck0914:1,1,
915,T2C3WUdragon,T3C3WIdragon,deck0915:1,deck0915:1,1,
916,T2C3WUdragon,T3C3HIdragon,deck0916:1,deck0916:1,1,
917,T2C3WUdragon,T4C1SFdragon,deck0917:1,deck0917:1,1,
918,T2C3WUdragon,T4C1HIdragon,deck0918:1,deck0918:1,1,
919,T2C3WUdragon,T4C1WUdragon,deck0919:1,deck0919:1,1,
920,T2C3WUdragon,T4C1SDdragon,deck0920:1,deck0920:1,1,
921,T2C3WUdragon,T4C1HEdragon,deck0921:1,deck0921:1,1,
922,T2C3WUdragon,T4C1HFdragon,deck0922:1,deck0922:1,1,
923,T2C3WUdragon,T4C2WIdragon,deck0923:1,deck0923:1,1,
924,T2C3WUdragon,T4C2SEdragon,deck0924:1,deck0924:1,1,
925,T2C3WUdragon,T4C2HUdragon,deck0925:1,deck0925:1,1,
926,T2C3WUdragon,T4C2WDdragon,deck0926:1,deck0926:1,1,
927,T2C3WUdragon,T4C3SIdragon,deck0927:1,deck0927:1,1,
928,T2C3WUdragon,T4C3WFdragon,deck0928:1,deck0928:1,1,
929,T2C3WUdragon,T4C3HDdragon,deck0929:1,deck0929:1,1,
930,T2C3WUdragon,T4C3SUdragon,deck0930:1,deck0930:1,1,
931,T2C3WUdragon,T4C3WEdragon,deck0931:1,deck0931:1,1,
932,T2C3WUdragon,T5C1WUdragon,deck0932:1,deck0932:1,1,
933,T2C3WUdragon,T5C1HEdragon,deck0933:1,deck0933:1,1,
934,T2C3WUdragon,T5C1WDdragon,deck0934:1,deck0934:1,1,
935,T2C3WUdragon,T5C1SFdragon,deck0935:1,deck0935:1,1,
936,T2C3WUdragon,T5C1HIdragon,deck0936:1,deck0936:1,1,
937,T2C3WUdragon,T5C2SEdragon,deck0937:1,deck0937:1,1,
938,T2C3WUdragon,T5C2HDdragon,deck0938:1,deck0938:1,1,
939,T2C3WUdragon,T5C2WIdragon,deck0939:1,deck0939:1,1,
940,T2C3WUdragon,T5C2SUdragon,deck0940:1,deck0940:1,1,
941,T2C3WUdragon,T5C3HFdragon,deck0941:1,deck0941:1,1,
942,T2C3WUdragon,T5C3WFdragon,deck0942:1,deck0942:1,1,
943,T2C3WUdragon,T5C3SDdragon,deck0943:1,deck0943:1,1,
944,T2C3WUdragon,T5C3HUdragon,deck0944:1,deck0944:1,1,
945,T2C3WUdragon,T5C3WEdragon,deck0945:1,deck0945:1,1,
946,T2C3WUdragon,T5C3SIdragon,deck0946:1,deck0946:1,1,
947,T2C3SEdragon,T2C3HFdragon,deck0947:1,deck0947:1,1,
948,T2C3SEdragon,T2C3SFdragon,deck0948:1,deck0948:1,1,
949,T2C3SEdragon,T2C3HIdragon,deck0949:1,deck0949:1,1,
950,T2C3SEdragon,T2C3WEdragon,deck0950:1,deck0950:1,1,
951,T2C3SEdragon,T3C1WEdragon,deck0951:1,deck0951:1,1,
952,T2C3SEdragon,T3C1SFdragon,deck0952:1,deck0952:1,1,
953,T2C3SEdragon,T3C1HIdragon,deck0953:1,deck0953:1,1,
954,T2C3SEdragon,T3C1WUdragon,deck0954:1,deck0954:1,1,
955,T2C3SEdragon,T3C1SIdragon,deck0955:1,deck0955:1,1,
956,T2C3SEdragon,T3C1HEdragon,deck0956:1,deck0956:1,1,
957,T2C3SEdragon,T3C2SEdragon,deck0957:1,deck0957:1,1,
958,T2C3SEdragon,T3C2HUdragon,deck0958:1,deck0958:1,1,
959,T2C3SEdragon,T3C2WFdragon,deck0959:1,deck0959:1,1,
960,T2C3SEdragon,T3C3SUdragon,deck0960:1,deck0960:1,1,
961,T2C3SEdragon,T3C3HFdragon,deck0961:1,deck0961:1,1,
962,T2C3SEdragon,T3C3WIdragon,deck0962:1,deck0962:1,1,
963,T2C3SEdragon,T3C3HIdragon,deck0963:1,deck0963:1,1,
964,T2C3SEdragon,T4C1SFdragon,deck0964:1,deck0964:1,1,
965,T2C3SEdragon,T4C1HIdragon,deck0965:1,deck0965:1,1,
966,T2C3SEdragon,T4C1WUdragon,deck0966:1,deck0966:1,1,
967,T2C3SEdragon,T4C1SDdragon,deck0967:1,deck0967:1,1,
968,T2C3SEdragon,T4C1HEdragon,deck0968:1,deck0968:1,1,
969,T2C3SEdragon,T4C1HFdragon,deck0969:1,deck0969:1,1,
970,T2C3SEdragon,T4C2WIdragon,deck0970:1,deck0970:1,1,
971,T2C3SEdragon,T4C2SEdragon,deck0971:1,deck0971:1,1,
972,T2C3SEdragon,T4C2HUdragon,deck0972:1,deck0972:1,1,
973,T2C3SEdragon,T4C2WDdragon,deck0973:1,deck0973:1,1,
974,T2C3SEdragon,T4C3SIdragon,deck0974:1,deck0974:1,1,
975,T2C3SEdragon,T4C3WFdragon,deck0975:1,deck0975:1,1,
976,T2C3SEdragon,T4C3HDdragon,deck0976:1,deck0976:1,1,
977,T2C3SEdragon,T4C3SUdragon,deck0977:1,deck0977:1,1,
978,T2C3SEdragon,T4C3WEdragon,deck0978:1,deck0978:1,1,
979,T2C3SEdragon,T5C1WUdragon,deck0979:1,deck0979:1,1,
980,T2C3SEdragon,T5C1HEdragon,deck0980:1,deck0980:1,1,
981,T2C3SEdragon,T5C1WDdragon,deck0981:1,deck0981:1,1,
982,T2C3SEdragon,T5C1SFdragon,deck0982:1,deck0982:1,1,
983,T2C3SEdragon,T5C1HIdragon,deck0983:1,deck0983:1,1,
984,T2C3SEdragon,T5C2SEdragon,deck0984:1,deck0984:1,1,
985,T2C3SEdragon,T5C2HDdragon,deck0985:1,deck0985:1,1,
986,T2C3SEdragon,T5C2WIdragon,deck0986:1,deck0986:1,1,
987,T2C3SEdragon,T5C2SUdragon,deck0987:1,deck0987:1,1,
988,T2C3SEdragon,T5C3HFdragon,deck0988:1,deck0988:1,1,
989,T2C3SEdragon,T5C3WFdragon,deck0989:1,deck0989:1,1,
990,T2C3SEdragon,T5C3SDdragon,deck0990:1,deck0990:1,1,
991,T2C3SEdragon,T5C3HUdragon,deck0991:1,deck0991:1,1,
992,T2C3SEdragon,T5C3WEdragon,deck0992:1,deck0992:1,1,
993,T2C3SEdragon,T5C3SIdragon,deck0993:1,deck0993:1,1,
994,T2C3HFdragon,T2C3SFdragon,deck0994:1,deck0994:1,1,
995,T2C3HFdragon,T2C3HIdragon,deck0995:1,deck0995:1,1,
996,T2C3HFdragon,T2C3WEdragon,deck0996:1,deck0996:1,1,
997,T2C3HFdragon,T3C1WEdragon,deck0997:1,deck0997:1,1,
998,T2C3HFdragon,T3C1SFdragon,deck0998:1,deck0998:1,1,
999,T2C3HFdragon,T3C1HIdragon,deck0999:1,deck0999:1,1,
1000,T2C3HFdragon,T3C1WUdragon,deck1000:1,deck1000:1,1,
1001,T2C3HFdragon,T3C1SIdragon,deck1001:1,deck1001:1,1,
1002,T2C3HFdragon,T3C1HEdragon,deck1002:1,deck1002:1,1,
1003,T2C3HFdragon,T3C2SEdragon,deck1003:1,deck1003:1,1,
1004,T2C3HFdragon,T3C2HUdragon,deck1004:1,deck1004:1,1,
1005,T2C3HFdragon,T3C2WFdragon,deck1005:1,deck1005:1,1,
1006,T2C3HFdragon,T3C3SUdragon,deck1006:1,deck1006:1,1,
1007,T2C3HFdragon,T3C3HFdragon,deck1007:1,deck1007:1,1,
1008,T2C3HFdragon,T3C3WIdragon,deck1008:1,deck1008:1,1,
1009,T2C3HFdragon,T3C3HIdragon,deck1009:1,deck1009:1,1,
1010,T2C3HFdragon,T4C1SFdragon,deck1010:1,deck1010:1,1,
1011,T2C3HFdragon,T4C1HIdragon,deck1011:1,deck1011:1,1,
1012,T2C3HFdragon,T4C1WUdragon,deck1012:1,deck1012:1,1,
1013,T2C3HFdragon,T4C1SDdragon,deck1013:1,deck1013:1,1,
1014,T2C3HFdragon,T4C1HEdragon,deck1014:1,deck1014:1,1,
1015,T2C3HFdragon,T4C1HFdragon,deck1015:1,deck1015:1,1,
1016,T2C3HFdragon,T4C2WIdragon,deck1016:1,deck1016:1,1,
1017,T2C3HFdragon,T4C2SEdragon,deck1017:1,deck1017:1,1,
1018,T2C3HFdragon,T4C2HUdragon,deck1018:1,deck1018:1,1,
1019,T2C3HFdragon,T4C2WDdragon,deck1019:1,deck1019:1,1,
1020,T2C3HFdragon,T4C3SIdragon,deck1020:1,deck1020:1,1,
1021,T2C3HFdragon,T4C3WFdragon,deck1021:1,deck1021:1,1,
1022,T2C3HFdragon,T4C3HDdragon,deck1022:1,deck1022:1,1,
1023,T2C3HFdragon,T4C3SUdragon,deck1023:1,deck1023:1,1,
1024,T2C3HFdragon,T4C3WEdragon,deck1024:1,deck1024:1,1,
1025,T2C3HFdragon,T5C1WUdragon,deck1025:1,deck1025:1,1,
1026,T2C3HFdragon,T5C1HEdragon,deck1026:1,deck1026:1,1,
1027,T2C3HFdragon,T5C1WDdragon,deck1027:1,deck1027:1,1,
1028,T2C3HFdragon,T5C1SFdragon,deck1028:1,deck1028:1,1,
1029,T2C3HFdragon,T5C1HIdragon,deck1029:1,deck1029:1,1,
1030,T2C3HFdragon,T5C2SEdragon,deck1030:1,deck1030:1,1,
1031,T2C3HFdragon,T5C2HDdragon,deck1031:1,deck1031:1,1,
1032,T2C3HFdragon,T5C2WIdragon,deck1032:1,deck1032:1,1,
1033,T2C3HFdragon,T5C2SUdragon,deck1033:1,deck1033:1,1,
1034,T2C3HFdragon,T5C3HFdragon,deck1034:1,deck1034:1,1,
1035,T2C3HFdragon,T5C3WFdragon,deck1035:1,deck1035:1,1,
1036,T2C3HFdragon,T5C3SDdragon,deck1036:1,deck1036:1,1,
1037,T2C3HFdragon,T5C3HUdragon,deck1037:1,deck1037:1,1,
1038,T2C3HFdragon,T5C3WEdragon,deck1038:1,deck1038:1,1,
1039,T2C3HFdragon,T5C3SIdragon,deck1039:1,deck1039:1,1,
1040,T2C3SFdragon,T2C3HIdragon,deck1040:1,deck1040:1,1,
1041,T2C3SFdragon,T2C3WEdragon,deck1041:1,deck1041:1,1,
1042,T2C3SFdragon,T3C1WEdragon,deck1042:1,deck1042:1,1,
1043,T2C3SFdragon,T3C1SFdragon,deck1043:1,deck1043:1,1,
1044,T2C3SFdragon,T3C1HIdragon,deck1044:1,deck1044:1,1,
1045,T2C3SFdragon,T3C1WUdragon,deck1045:1,deck1045:1,1,
1046,T2C3SFdragon,T3C1SIdragon,deck1046:1,deck1046:1,1,
1047,T2C3SFdragon,T3C1HEdragon,deck1047:1,deck1047:1,1,
1048,T2C3SFdragon,T3C2SEdragon,deck1048:1,deck1048:1,1,
1049,T2C3SFdragon,T3C2HUdragon,deck1049:1,deck1049:1,1,
1050,T2C3SFdragon,T3C2WFdragon,deck1050:1,deck1050:1,1,
1051,T2C3SFdragon,T3C3SUdragon,deck1051:1,deck1051:1,1,
1052,T2C3SFdragon,T3C3HFdragon,deck1052:1,deck1052:1,1,
1053,T2C3SFdragon,T3C3WIdragon,deck1053:1,deck1053:1,1,
1054,T2C3SFdragon,T3C3HIdragon,deck1054:1,deck1054:1,1,
1055,T2C3SFdragon,T4C1SFdragon,deck1055:1,deck1055:1,1,
1056,T2C3SFdragon,T4C1HIdragon,deck1056:1,deck1056:1,1,
1057,T2C3SFdragon,T4C1WUdragon,deck1057:1,deck1057:1,1,
1058,T2C3SFdragon,T4C1SDdragon,deck1058:1,deck1058:1,1,
1059,T2C3SFdragon,T4C1HEdragon,deck1059:1,deck1059:1,1,
1060,T2C3SFdragon,T4C1HFdragon,deck1060:1,deck1060:1,1,
1061,T2C3SFdragon,T4C2WIdragon,deck1061:1,deck1061:1,1,
1062,T2C3SFdragon,T4C2SEdragon,deck1062:1,deck1062:1,1,
1063,T2C3SFdragon,T4C2HUdragon,deck1063:1,deck1063:1,1,
1064,T2C3SFdragon,T4C2WDdragon,deck1064:1,deck1064:1,1,
1065,T2C3SFdragon,T4C3SIdragon,deck1065:1,deck1065:1,1,
1066,T2C3SFdragon,T4C3WFdragon,deck1066:1,deck1066:1,1,
1067,T2C3SFdragon,T4C3HDdragon,deck1067:1,deck1067:1,1,
